Name,desc,SUBZONE_NO,SUBZONE_N,PLN_AREA_N,REGION_N,lon,lat
kml_122,,6,YEW TEE,CHOA CHU KANG,WEST REGION,103.747195166579,1.39765547977731
kml_123,,6,YEW TEE,CHOA CHU KANG,WEST REGION,103.74743189352,1.39700077164885
kml_124,,6,YEW TEE,CHOA CHU KANG,WEST REGION,103.747111430587,1.39727251157391
kml_125,,4,GUILIN,BUKIT BATOK,WEST REGION,103.752092996075,1.35869526082608
kml_126,,1,TECK WHYE,CHOA CHU KANG,WEST REGION,103.749226841454,1.37846496657352
kml_127,,1,TECK WHYE,CHOA CHU KANG,WEST REGION,103.753826102387,1.37656419474694
kml_128,,1,TECK WHYE,CHOA CHU KANG,WEST REGION,103.758252475205,1.3786140682138
kml_129,,1,TECK WHYE,CHOA CHU KANG,WEST REGION,103.759597843348,1.38074511739601
kml_130,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.766793014621,1.37760322841152
kml_131,,4,BANGKIT,BUKIT PANJANG,WEST REGION,103.771327842063,1.37629711728393
kml_132,,4,BANGKIT,BUKIT PANJANG,WEST REGION,103.772590574406,1.3798533472075
kml_133,,3,FAJAR,BUKIT PANJANG,WEST REGION,103.770675518391,1.38446507154114
kml_134,,2,SAUJANA,BUKIT PANJANG,WEST REGION,103.769409914488,1.38781155584118
kml_135,,2,SAUJANA,BUKIT PANJANG,WEST REGION,103.764676792881,1.38683269956681
kml_136,,1,SENJA,BUKIT PANJANG,WEST REGION,103.762325766284,1.38287544735584
kml_137,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.763063555562,1.37802038355959
kml_138,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.763178520707,1.37786324880258
kml_139,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.901911509394,1.41586536008424
kml_140,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.902361559985,1.41590585674736
kml_141,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.90678152965,1.41287573506061
kml_142,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.906510790275,1.41292900271027
kml_143,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.905038571041,1.40970249986932
kml_144,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.904792279855,1.40982767238685
kml_145,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.908613856343,1.40504602833532
kml_146,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.912754574137,1.40210371939237
kml_147,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.916517130247,1.39941146679106
kml_148,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.915935470709,1.39455906575224
kml_149,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.916263098401,1.39432561096426
kml_150,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.912708744493,1.39397080744505
kml_151,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.91265223397,1.39368465245637
kml_152,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.906176013915,1.3993026562466
kml_153,,1,MARITIME SQUARE,BUKIT MERAH,CENTRAL REGION,103.822509807434,1.26508503450476
kml_154,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.876261653766,1.39215826730921
kml_155,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.762722523341,1.37792792747203
kml_156,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.763251852324,1.37802410275671
kml_157,,4,BEDOK NORTH,BEDOK,EAST REGION,103.945723041735,1.32706127567926
kml_158,,6,BEDOK SOUTH,BEDOK,EAST REGION,103.945794727534,1.32685774826216
kml_159,,6,CLEMENTI CENTRAL,CLEMENTI,WEST REGION,103.764982102721,1.31537355782996
kml_160,,4,CLEMENTI NORTH,CLEMENTI,WEST REGION,103.765185566981,1.31546912900736
kml_161,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.790449174952,1.3073094507349
kml_162,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.790656618984,1.30719725707747
kml_163,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.790599390127,1.3069128890454
kml_164,,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.806311472381,1.29432990885281
kml_165,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.89368487443,1.39637321790941
kml_166,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.893920331825,1.39618697106861
kml_167,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.875566364337,1.39719803621293
kml_168,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.875686836842,1.39719245853718
kml_169,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.881139169449,1.39828419775965
kml_170,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.881137935991,1.3981587913544
kml_171,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.889407448053,1.39720034481882
kml_172,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.889115016668,1.39713347738785
kml_173,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.880159730357,1.39202617250216
kml_174,,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.880142799332,1.39214453745048
kml_175,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.886084357599,1.38937900816527
kml_176,,5,COMPASSVALE,SENGKANG,NORTH-EAST REGION,103.885962113958,1.38918016115151
kml_177,,5,COMPASSVALE,SENGKANG,NORTH-EAST REGION,103.890409161948,1.38669795555361
kml_178,,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.890438192339,1.38681414434187
kml_179,,3,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,103.897321724006,1.38417638619625
kml_180,,5,COMPASSVALE,SENGKANG,NORTH-EAST REGION,103.897223938477,1.38410488317877
kml_181,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.902147558302,1.38407450271044
kml_182,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.902276368272,1.38376520336596
kml_183,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.905445630902,1.38818538527097
kml_184,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.905482124277,1.38784079921147
kml_185,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.906018791355,1.39134048642612
kml_186,,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.906105819635,1.39141424167824
kml_187,,3,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,103.900616470041,1.39432752193468
kml_188,,3,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,103.900706597598,1.39453417203723
kml_189,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.906693305013,1.4166640682387
kml_190,,1,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,103.906817792306,1.41691476785931
kml_191,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.900073808026,1.41177277341072
kml_192,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.900531554602,1.41191032395487
kml_193,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.898335680428,1.40836843118265
kml_194,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.898757124288,1.40848790171116
kml_195,,3,MATILDA,PUNGGOL,NORTH-EAST REGION,103.897029921952,1.40501492515592
kml_196,,3,MATILDA,PUNGGOL,NORTH-EAST REGION,103.89740857213,1.40524489966138
kml_197,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.908792227208,1.40528461378589
kml_198,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.912646132674,1.40250713160986
kml_199,,5,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,103.91638745841,1.3998092631678
kml_200,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.908965832774,1.39668104974033
kml_201,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.908869496397,1.39712168941012
kml_202,,4,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,103.905928735982,1.39912439358088
kml_203,,3,CHOA CHU KANG CENTRAL,CHOA CHU KANG,WEST REGION,103.745101130846,1.38031765715361
kml_204,,7,LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.795769108336,1.31106948384128
kml_205,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.787927806294,1.30035949376075
kml_206,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.786907466447,1.29902749899509
kml_207,,12,KENT RIDGE,QUEENSTOWN,CENTRAL REGION,103.784809632313,1.29242811635275
kml_208,,11,NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,CENTRAL REGION,103.784465895653,1.29431588660356
kml_209,,13,PASIR PANJANG 1,QUEENSTOWN,CENTRAL REGION,103.782006397216,1.28305527329878
kml_210,,15,PORT,QUEENSTOWN,CENTRAL REGION,103.79203018648,1.27600323322947
kml_211,,1,MARITIME SQUARE,BUKIT MERAH,CENTRAL REGION,103.802355553546,1.27210695832699
kml_212,,1,MARITIME SQUARE,BUKIT MERAH,CENTRAL REGION,103.809883731154,1.27072122582389
kml_213,,6,CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,103.807799119262,1.32533306936112
kml_214,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.764234480567,1.3698333185872
kml_215,,6,CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,103.796566082462,1.33078046998287
kml_216,,3,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.783030259775,1.33553707792342
kml_217,,5,HILLVIEW,BUKIT BATOK,WEST REGION,103.767108460116,1.36208434015294
kml_218,,5,JELEBU,BUKIT PANJANG,WEST REGION,103.76192293429,1.3790079701566
kml_219,,9,BENCOOLEN,ROCHOR,CENTRAL REGION,103.852375021427,1.30340410645503
kml_220,,11,CENTRAL SUBZONE,DOWNTOWN CORE,CENTRAL REGION,103.852427746701,1.27979623981086
kml_221,,3,CHINATOWN,OUTRAM,CENTRAL REGION,103.848506543977,1.28188738949905
kml_222,,9,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,103.697155373097,1.33734462661336
kml_223,,9,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,103.6971294532,1.33783162758086
kml_224,,9,TANJONG PAGAR,DOWNTOWN CORE,CENTRAL REGION,103.845656004056,1.27644796834312
kml_225,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.790930065271,1.30629814205068
kml_226,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.860236484489,1.29410275643488
kml_227,,11,CENTRAL SUBZONE,DOWNTOWN CORE,CENTRAL REGION,103.854312259767,1.27745630435961
kml_228,,8,KHATIB,YISHUN,NORTH REGION,103.833231020389,1.41786903679961
kml_229,,4,SIMEI,TAMPINES,EAST REGION,103.95381867645,1.34266179446169
kml_230,,4,BEDOK NORTH,BEDOK,EAST REGION,103.929404279419,1.32407464556764
kml_231,,1,BUGIS,DOWNTOWN CORE,CENTRAL REGION,103.85689065484,1.2990788485169
kml_232,,2,CITY HALL,DOWNTOWN CORE,CENTRAL REGION,103.852980287905,1.29304184768321
kml_233,,5,MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.805584729555,1.29544625608015
kml_234,,6,MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.805492204897,1.29538293017444
kml_235,,3,COMMONWEALTH,QUEENSTOWN,CENTRAL REGION,103.798778572533,1.30207704537001
kml_236,,4,TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.798720258386,1.30201271937938
kml_237,,6,CLEMENTI CENTRAL,CLEMENTI,WEST REGION,103.765570116166,1.31407841434575
kml_238,,4,CLEMENTI NORTH,CLEMENTI,WEST REGION,103.765749815764,1.31416229855984
kml_239,,5,JURONG GATEWAY,JURONG EAST,WEST REGION,103.742298193693,1.3335813312615
kml_240,,2,CHENG SAN,ANG MO KIO,NORTH-EAST REGION,103.849824572677,1.36988237519577
kml_241,,3,SOMERSET,ORCHARD,CENTRAL REGION,103.838765584623,1.30043622094357
kml_242,,3,SOMERSET,ORCHARD,CENTRAL REGION,103.839734147995,1.30024113828288
kml_243,,1,STRAITS VIEW,STRAITS VIEW,CENTRAL REGION,103.862330050952,1.27052998970087
kml_244,,1,STRAITS VIEW,STRAITS VIEW,CENTRAL REGION,103.863579669476,1.27143783742584
kml_245,,4,CHINA SQUARE,OUTRAM,CENTRAL REGION,103.844458541289,1.28473608352967
kml_246,,4,CHINA SQUARE,OUTRAM,CENTRAL REGION,103.845462531446,1.28427477583881
kml_247,,1,GOMBAK,BUKIT BATOK,WEST REGION,103.761370505137,1.37861889405757
kml_248,,7,NATURE RESERVE,BUKIT PANJANG,WEST REGION,103.767688290292,1.36247423811696
kml_249,,1,ANAK BUKIT,BUKIT TIMAH,CENTRAL REGION,103.775984295822,1.34169615030393
kml_250,,3,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,103.895209399462,1.39088158619364
kml_251,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.902305996872,1.40533957595498
kml_252,,3,MATILDA,PUNGGOL,NORTH-EAST REGION,103.901798524031,1.40443833659354
kml_253,,2,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,103.9025981967,1.40518624140136
kml_254,,3,MATILDA,PUNGGOL,NORTH-EAST REGION,103.902115639048,1.40430062552125
kml_255,,5,COMPASSVALE,SENGKANG,NORTH-EAST REGION,103.892883836865,1.3834097907093
kml_256,,5,COMPASSVALE,SENGKANG,NORTH-EAST REGION,103.893463151796,1.38264972279286
kml_257,,9,YISHUN WEST,YISHUN,NORTH REGION,103.83509084238,1.42911681452082
kml_258,,9,YISHUN WEST,YISHUN,NORTH REGION,103.834865533857,1.42963629171023
kml_259,,1,YISHUN CENTRAL,YISHUN,NORTH REGION,103.835643654996,1.4296655975526
kml_260,,6,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,103.872866695225,1.3507901990795
kml_261,,6,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,103.873641321679,1.34983373837394
kml_262,,6,SERANGOON CENTRAL,SERANGOON,NORTH-EAST REGION,103.872902116655,1.35082024505078
kml_263,,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.887627437469,1.33591408489975
kml_264,,5,GEYLANG EAST,GEYLANG,CENTRAL REGION,103.903215186906,1.3195299186662801
kml_265,,3,SEMBAWANG CENTRAL,SEMBAWANG,NORTH REGION,103.81975896603,1.44915683698769
kml_266,,1,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,103.89297240107,1.37194611624516
kml_267,,3,CHANGI AIRPORT,CHANGI,EAST REGION,103.989276642522,1.35634142127625
kml_268,,3,CHANGI AIRPORT,CHANGI,EAST REGION,103.987304580058,1.35722025577089
kml_269,,2,CITY HALL,DOWNTOWN CORE,CENTRAL REGION,103.854920202503,1.29358640118052
kml_270,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.855855203395,1.29290433651361
kml_271,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.856175671375,1.29292718708428
kml_272,,5,RAFFLES PLACE,DOWNTOWN CORE,CENTRAL REGION,103.851562535747,1.28363052088233
kml_273,,5,RAFFLES PLACE,DOWNTOWN CORE,CENTRAL REGION,103.85129603326,1.2826262338212
kml_274,,5,RAFFLES PLACE,DOWNTOWN CORE,CENTRAL REGION,103.850960901743,1.28253857529118
kml_275,,5,RAFFLES PLACE,DOWNTOWN CORE,CENTRAL REGION,103.851433302722,1.28238230690073
kml_276,,9,TANJONG PAGAR,DOWNTOWN CORE,CENTRAL REGION,103.84709579099,1.27625910091682
kml_277,,7,MAXWELL,DOWNTOWN CORE,CENTRAL REGION,103.846927579956,1.27737948785519
kml_278,,7,MAXWELL,DOWNTOWN CORE,CENTRAL REGION,103.846953147203,1.27778454024872
kml_279,,9,TANJONG PAGAR,DOWNTOWN CORE,CENTRAL REGION,103.846445088026,1.27545090478071
kml_280,,2,CITY HALL,DOWNTOWN CORE,CENTRAL REGION,103.855567840908,1.29312881335379
kml_281,,2,CITY HALL,DOWNTOWN CORE,CENTRAL REGION,103.85510463247,1.29381950749458
kml_282,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.855833755781,1.29262374388371
kml_283,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.860136884357,1.29386208757886
kml_284,,9,CRAWFORD,KALLANG,CENTRAL REGION,103.86350595527,1.30016968936613
kml_285,,5,TANJONG RHU,KALLANG,CENTRAL REGION,103.876226233535,1.30337022557801
kml_286,,5,TANJONG RHU,KALLANG,CENTRAL REGION,103.874399988307,1.30251108784188
kml_287,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.883248292766,1.30604592586962
kml_288,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.882597536148,1.3067527100394
kml_289,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.889307215721,1.30881418793204
kml_290,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.887979337241,1.30809675017116
kml_291,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.891721121493,1.31814928545913
kml_292,,4,ALJUNIED,GEYLANG,CENTRAL REGION,103.892077699344,1.31658771926198
kml_293,,2,TOA PAYOH CENTRAL,TOA PAYOH,CENTRAL REGION,103.84757756762,1.33231553648447
kml_294,,2,TOA PAYOH CENTRAL,TOA PAYOH,CENTRAL REGION,103.847319773892,1.33299410200979
kml_295,,2,MOULMEIN,NOVENA,CENTRAL REGION,103.843339733674,1.31989588562848
kml_296,,2,MOULMEIN,NOVENA,CENTRAL REGION,103.844389333915,1.32109486825779
kml_297,,2,TOA PAYOH CENTRAL,TOA PAYOH,CENTRAL REGION,103.846517405706,1.33327874574262
kml_298,,10,BIDADARI,TOA PAYOH,CENTRAL REGION,103.871053804409,1.33986721975236
kml_299,,10,BIDADARI,TOA PAYOH,CENTRAL REGION,103.870940604748,1.33851065482785
kml_300,,8,WOODLEIGH,TOA PAYOH,CENTRAL REGION,103.870508468118,1.33858314970471
kml_301,,1,BENDEMEER,KALLANG,CENTRAL REGION,103.861903675195,1.31923519641416
kml_302,,9,POTONG PASIR,TOA PAYOH,CENTRAL REGION,103.868703893583,1.33106671085372
kml_303,,11,SENNETT,TOA PAYOH,CENTRAL REGION,103.869333239004,1.33114814040893
kml_304,,3,SOMERSET,ORCHARD,CENTRAL REGION,103.83839932672,1.30002848834365
kml_305,,8,ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.787565456114,1.29971469741737
kml_306,,3,BRAS BASAH,MUSEUM,CENTRAL REGION,103.850474275463,1.29604621306015
kml_307,,3,BRAS BASAH,MUSEUM,CENTRAL REGION,103.851327253152,1.29685892134698
kml_308,,3,BRAS BASAH,MUSEUM,CENTRAL REGION,103.850249852579,1.29701443318198
kml_309,,3,BRAS BASAH,MUSEUM,CENTRAL REGION,103.850157521286,1.2975514849494
kml_310,,3,BRAS BASAH,MUSEUM,CENTRAL REGION,103.850423192268,1.2975354517452
kml_311,,3,MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.856305554802,1.29337054831409
kml_312,,7,BUKIT BATOK CENTRAL,BUKIT BATOK,WEST REGION,103.749766564949,1.34952006043454
kml_313,,1,PEARL'S HILL,OUTRAM,CENTRAL REGION,103.843476210259,1.28540646014157
kml_314,,7,BUKIT BATOK CENTRAL,BUKIT BATOK,WEST REGION,103.749118394378,1.34840537607705
kml_315,,7,BUKIT BATOK CENTRAL,BUKIT BATOK,WEST REGION,103.749973990428,1.34956107520799
kml_316,,4,GUILIN,BUKIT BATOK,WEST REGION,103.751726615098,1.35906497958917
kml_317,,4,GUILIN,BUKIT BATOK,WEST REGION,103.752076389357,1.35906984625071
kml_318,,4,GUILIN,BUKIT BATOK,WEST REGION,103.751950990949,1.35929785294592
kml_319,,9,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,103.706145547958,1.33842069582108
kml_320,,9,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,103.705955152701,1.33873810847153
kml_321,,9,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,103.705408995104,1.33827998801907
kml_322,,4,TAMAN JURONG,JURONG WEST,WEST REGION,103.721712826797,1.34430417025837
kml_323,,4,TAMAN JURONG,JURONG WEST,WEST REGION,103.721075412914,1.34408145719424
kml_324,,2,TURF CLUB,SUNGEI KADUT,NORTH REGION,103.761754685723,1.42512594907483
kml_325,,2,TURF CLUB,SUNGEI KADUT,NORTH REGION,103.761940606034,1.4248526448411
kml_326,,2,TURF CLUB,SUNGEI KADUT,NORTH REGION,103.762018515879,1.42473917079167
kml_327,,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77382045127,1.43246952264331
kml_328,,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.774210493141,1.43280169451515
kml_329,,5,GEYLANG EAST,GEYLANG,CENTRAL REGION,103.892788323899,1.31821599227738
kml_330,,5,GEYLANG EAST,GEYLANG,CENTRAL REGION,103.892217168434,1.31834746673675
kml_331,,10,YIO CHU KANG,ANG MO KIO,NORTH-EAST REGION,103.844645760623,1.38195362090791
kml_332,,10,YIO CHU KANG,ANG MO KIO,NORTH-EAST REGION,103.844834195545,1.38164440734005
kml_333,,10,YIO CHU KANG,ANG MO KIO,NORTH-EAST REGION,103.844946847263,1.38154752021026
kml_334,,1,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,103.786393694452,1.43675279074312
kml_335,,1,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,103.787224897863,1.43709440846718
kml_336,,1,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,103.785844246363,1.43659643121801
kml_337,,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.800542458538,1.44059628589203
