X1,Street,lon,lat,group_id,min_hawker,SUBZONE_NO,SUBZONE_N,REGION_N,min_clinic,min_school,min_MRT
290,LOR 1 TOA PAYOH,103.845668485714,1.3364809452381,290,206.476202967887,6,KEBUN BAHRU,NORTH-EAST REGION,308,538,488
291,LOR 1A TOA PAYOH,103.84474522,1.33649096,291,177.117076089899,6,KEBUN BAHRU,NORTH-EAST REGION,570,662,612
292,LOR 2 TOA PAYOH,103.846351207692,1.33649606923077,292,252.301001595462,6,KEBUN BAHRU,NORTH-EAST REGION,235,413,459
293,LOR 3 GEYLANG,103.87392995,1.311897425,293,431.166212742536,6,KEBUN BAHRU,NORTH-EAST REGION,407,1615,327
294,LOR 3 TOA PAYOH,103.848209833333,1.3385185,294,145.163026974259,6,KEBUN BAHRU,NORTH-EAST REGION,276,222,402
295,LOR 4 TOA PAYOH,103.850075848148,1.33570664814815,295,249.446010420601,6,KEBUN BAHRU,NORTH-EAST REGION,270,487,662
296,LOR 5 TOA PAYOH,103.853199185,1.33603008,296,28.6876446015758,6,KEBUN BAHRU,NORTH-EAST REGION,205,700,1014
297,LOR 6 TOA PAYOH,103.852994733333,1.33764473333333,297,177.672100012548,6,KEBUN BAHRU,NORTH-EAST REGION,95,541,853
298,LOR 7 TOA PAYOH,103.856853138889,1.33729321111111,298,228.88456545915,6,KEBUN BAHRU,NORTH-EAST REGION,78,520,1338
299,LOR 8 TOA PAYOH,103.856782704167,1.34029724166667,299,265.725222070688,6,KEBUN BAHRU,NORTH-EAST REGION,297,260,1273
300,LOR AH SOO,103.885354188889,1.35143105,300,589.513054690998,6,KEBUN BAHRU,NORTH-EAST REGION,360,85,1531
301,LOR LEW LIAN,103.87641455,1.34994035,301,1220.57399993395,6,KEBUN BAHRU,NORTH-EAST REGION,110,713,318
302,LOR LIMAU,103.85444305,1.3251208,302,192.451306757309,5,SHANGRI-LA,NORTH-EAST REGION,463,995,1364
303,LOWER DELTA RD,103.8258722,1.28892105,303,165.720419684264,5,SHANGRI-LA,NORTH-EAST REGION,310,698,505
304,MACPHERSON LANE,103.885807666667,1.33206053333333,304,488.280732596763,5,SHANGRI-LA,NORTH-EAST REGION,66,1340,577
305,MARGARET DR,103.844731,1.365781,305,433.675450850995,5,SHANGRI-LA,NORTH-EAST REGION,70,608,931
306,MARINE CRES,103.912513635714,1.30401298571429,306,410.676182171324,5,SHANGRI-LA,NORTH-EAST REGION,326,200,2550
307,MARINE DR,103.8218933375,1.3122449875,307,1571.00488900695,5,SHANGRI-LA,NORTH-EAST REGION,1685,1568,1443
308,MARINE PARADE CTRL,103.9078286,1.3022961,308,165.836270839351,5,SHANGRI-LA,NORTH-EAST REGION,123,788,2456
309,MARINE TER,103.908733257143,1.31008796666667,309,772.409830167445,5,SHANGRI-LA,NORTH-EAST REGION,502,793,1847
310,MARSILING CRES,103.772814475,1.446503675,310,567.958128751827,5,SHANGRI-LA,NORTH-EAST REGION,169,1086,1929
311,MARSILING DR,103.774312340625,1.44256798125,311,352.98577157543,5,SHANGRI-LA,NORTH-EAST REGION,380,526,1586
312,MARSILING LANE,103.776663330769,1.44316353076923,312,99.5855825477705,5,SHANGRI-LA,NORTH-EAST REGION,181,606,1763
313,MARSILING RD,103.77725749,1.43756893,313,526.96354198724,5,SHANGRI-LA,NORTH-EAST REGION,175,244,1488
314,MARSILING RISE,103.7795904,1.438447505,314,543.205291453979,5,SHANGRI-LA,NORTH-EAST REGION,145,462,856
315,MCNAIR RD,103.865812630769,1.31749765384615,315,364.199019500143,5,SHANGRI-LA,NORTH-EAST REGION,595,860,697
316,MEI LING ST,103.80378658,1.29352169333333,316,103.181568470913,5,SHANGRI-LA,NORTH-EAST REGION,231,1720,658
317,MOH GUAN TER,103.830965666667,1.2844377,317,169.908840588539,5,SHANGRI-LA,NORTH-EAST REGION,526,924,608
318,MONTREAL DR,103.82468754,1.45041054,318,286.839577407559,5,SHANGRI-LA,NORTH-EAST REGION,340,631,679
319,MOULMEIN RD,103.8505412,1.3189498,319,310.490876830649,4,TOWNSVILLE,NORTH-EAST REGION,254,672,892
320,NEW MKT RD,103.8607352,1.3234736,320,535.039631731489,4,TOWNSVILLE,NORTH-EAST REGION,0,139,525
321,NEW UPP CHANGI RD,103.932547154167,1.32326385416667,321,274.744862607443,4,TOWNSVILLE,NORTH-EAST REGION,155,794,498
322,NILE RD,103.83004,1.28882,322,104.093585266708,4,TOWNSVILLE,NORTH-EAST REGION,204,987,646
323,NTH BRIDGE RD,103.8629882,1.30498036666667,323,132.777435170893,4,TOWNSVILLE,NORTH-EAST REGION,57,909,329
324,OLD AIRPORT RD,103.88762065,1.30848,324,200.521910625328,4,TOWNSVILLE,NORTH-EAST REGION,493,169,187
325,OUTRAM HILL,103.8364336,1.2842329,325,464.340550934676,4,TOWNSVILLE,NORTH-EAST REGION,597,436,526
326,OUTRAM PK,103.83822205,1.28293665,326,535.440240710381,4,TOWNSVILLE,NORTH-EAST REGION,623,710,169
327,OWEN RD,103.85061085,1.3153826,327,96.0771793905771,4,TOWNSVILLE,NORTH-EAST REGION,102,544,506
328,PANDAN GDNS,103.7484531125,1.3196163125,328,633.755098505288,4,TOWNSVILLE,NORTH-EAST REGION,737,549,1974
329,PASIR RIS DR 1,103.944669442857,1.3742277428571401,329,769.964749024775,4,TOWNSVILLE,NORTH-EAST REGION,907,246,695
330,PASIR RIS DR 10,103.9379334625,1.37951572083333,330,1657.15674606641,4,TOWNSVILLE,NORTH-EAST REGION,190,544,1899
331,PASIR RIS DR 3,103.940597925,1.3789687625,331,1363.15715196679,4,TOWNSVILLE,NORTH-EAST REGION,345,638,1521
332,PASIR RIS DR 4,103.959918528571,1.3732288,332,932.368328980001,4,TOWNSVILLE,NORTH-EAST REGION,693,84,1713
333,PASIR RIS DR 6,103.956282619149,1.3722016787234,333,544.779751920348,4,TOWNSVILLE,NORTH-EAST REGION,366,247,1291
334,PASIR RIS ST 11,103.9572126,1.36569469347826,334,1063.24133577037,4,TOWNSVILLE,NORTH-EAST REGION,550,328,1904
335,PASIR RIS ST 12,103.958879675,1.36673275,335,1102.60280951706,4,TOWNSVILLE,NORTH-EAST REGION,235,401,2013
336,PASIR RIS ST 13,103.962484813333,1.36344726,336,1643.85275732886,4,TOWNSVILLE,NORTH-EAST REGION,151,467,1347
337,PASIR RIS ST 21,103.962488068852,1.36917880163934,337,1305.77688761865,4,TOWNSVILLE,NORTH-EAST REGION,311,433,1976
338,PASIR RIS ST 41,103.9582918,1.37306355,338,752.173539870497,4,TOWNSVILLE,NORTH-EAST REGION,463,514,1447
339,PASIR RIS ST 51,103.951448690625,1.368413596875,339,555.246546766929,3,CHONG BOON,NORTH-EAST REGION,803,519,727
340,PASIR RIS ST 52,103.944459177273,1.37531607272727,340,815.349961921023,3,CHONG BOON,NORTH-EAST REGION,781,562,932
341,PASIR RIS ST 53,103.946685588235,1.37442158235294,341,551.491821696211,3,CHONG BOON,NORTH-EAST REGION,527,188,390
342,PASIR RIS ST 71,103.935489374419,1.37641336744186,342,1816.69547153609,3,CHONG BOON,NORTH-EAST REGION,279,23,2076
343,PASIR RIS ST 72,103.9369176375,1.3820225,343,1884.41582474052,3,CHONG BOON,NORTH-EAST REGION,760,950,2042
344,PAYA LEBAR WAY,103.884523514286,1.3226861,344,132.891223956945,3,CHONG BOON,NORTH-EAST REGION,237,1044,706
345,PENDING RD,103.770780464516,1.37656052580645,345,222.266154956861,3,CHONG BOON,NORTH-EAST REGION,363,692,174
346,PETIR RD,103.771588119444,1.37487882777778,346,317.233386336862,3,CHONG BOON,NORTH-EAST REGION,469,434,205
347,PINE CL,103.8827230625,1.30818805,347,179.417693292514,3,CHONG BOON,NORTH-EAST REGION,325,571,243
348,PIPIT RD,103.887715483333,1.32380515,348,255.332340043888,2,CHENG SAN,NORTH-EAST REGION,193,1345,295
349,POTONG PASIR AVE 1,103.865888878125,1.33485064375,349,880.53589755024,2,CHENG SAN,NORTH-EAST REGION,164,473,524
350,POTONG PASIR AVE 2,103.865764166667,1.33261293333333,350,1013.58848456457,2,CHENG SAN,NORTH-EAST REGION,191,253,500
351,POTONG PASIR AVE 3,103.866515544444,1.33387893333333,351,901.666722785407,2,CHENG SAN,NORTH-EAST REGION,22,456,416
352,PUNGGOL CTRL,103.910843418182,1.39967993636364,352,1156.26679189929,2,CHENG SAN,NORTH-EAST REGION,748,497,515
353,PUNGGOL DR,103.912574243478,1.40149534782609,353,1138.1595171209,2,CHENG SAN,NORTH-EAST REGION,1159,285,92
354,PUNGGOL EAST,103.914581733333,1.3944578,354,1867.95889104729,2,CHENG SAN,NORTH-EAST REGION,1278,459,187
355,PUNGGOL FIELD,103.905811297059,1.39879073088235,355,1045.32908164925,2,CHENG SAN,NORTH-EAST REGION,185,557,89
356,PUNGGOL FIELD WALK,103.91242785,1.393060675,356,1875.68453116316,2,CHENG SAN,NORTH-EAST REGION,1119,576,99
357,PUNGGOL PL,103.902710108108,1.40223742972973,357,698.294436606859,2,CHENG SAN,NORTH-EAST REGION,616,407,347
358,PUNGGOL RD,103.907155730769,1.40306612307692,358,624.018696612921,2,CHENG SAN,NORTH-EAST REGION,597,504,367
359,PUNGGOL WALK,103.8997534,1.40202028823529,359,884.045171095816,2,CHENG SAN,NORTH-EAST REGION,1513,214,500
360,PUNGGOL WAY,103.901570725,1.379923325,360,2127.98292919658,6,KEBUN BAHRU,NORTH-EAST REGION,594,440,803
361,QUEEN'S CL,103.79995245,1.29344176666667,361,329.256331840766,6,KEBUN BAHRU,NORTH-EAST REGION,649,944,828
362,QUEEN'S RD,103.886552375,1.3067045,362,188.863404109032,6,KEBUN BAHRU,NORTH-EAST REGION,331,290,304
363,QUEEN ST,103.853743175,1.30051345,363,75.034261236649,6,KEBUN BAHRU,NORTH-EAST REGION,387,963,606
364,QUEENSWAY,103.8035364,1.2889285,364,309.619725499808,6,KEBUN BAHRU,NORTH-EAST REGION,363,2051,1229
365,RACE COURSE RD,103.85606932500001,1.314213225,365,685.102398542331,6,KEBUN BAHRU,NORTH-EAST REGION,117,816,196
366,REDHILL CL,103.817267033333,1.28572449259259,366,213.955957077829,6,KEBUN BAHRU,NORTH-EAST REGION,595,455,853
367,REDHILL LANE,103.819423233333,1.2874057,367,120.959067998238,6,KEBUN BAHRU,NORTH-EAST REGION,137,649,496
368,REDHILL RD,103.814564344444,1.28995844444444,368,486.220259237282,6,KEBUN BAHRU,NORTH-EAST REGION,501,667,352
369,RIVERVALE CRES,103.90762974359,1.39045842820513,369,1985.69466846057,6,KEBUN BAHRU,NORTH-EAST REGION,962,616,329
370,RIVERVALE DR,103.903805368421,1.38963471052632,370,1884.9480461425,6,KEBUN BAHRU,NORTH-EAST REGION,764,444,345
371,RIVERVALE ST,103.903623964706,1.38920685294118,371,1887.59639927515,6,KEBUN BAHRU,NORTH-EAST REGION,635,383,333
372,RIVERVALE WALK,103.90053312,1.38323256,372,2021.15397876949,6,KEBUN BAHRU,NORTH-EAST REGION,249,451,287
373,ROCHOR RD,103.8549627,1.302570225,373,192.553341832271,6,KEBUN BAHRU,NORTH-EAST REGION,1,560,329
374,ROWELL RD,103.8553699,1.30784705,374,174.543991133685,6,KEBUN BAHRU,NORTH-EAST REGION,220,804,373
375,SAGO LANE,103.8429707,1.2817753,375,55.8191359306456,6,KEBUN BAHRU,NORTH-EAST REGION,208,1236,342
376,SAUJANA RD,103.7682583125,1.382843775,376,746.906677103883,6,KEBUN BAHRU,NORTH-EAST REGION,495,432,402
377,SEGAR RD,103.777361557143,1.3854966,377,1027.75748420238,6,KEBUN BAHRU,NORTH-EAST REGION,742,675,589
378,SELEGIE RD,103.8506788,1.3034033,378,310.326976380302,6,KEBUN BAHRU,NORTH-EAST REGION,21,801,447
379,SELETAR WEST FARMWAY 6,103.87044352,1.39547942,379,852.641161950771,6,KEBUN BAHRU,NORTH-EAST REGION,1450,893,1027
380,SEMBAWANG CL,103.817730105,1.446853125,380,581.621492022988,6,KEBUN BAHRU,NORTH-EAST REGION,499,288,491
381,SEMBAWANG CRES,103.8175668,1.44562657142857,381,668.418771772349,6,KEBUN BAHRU,NORTH-EAST REGION,581,72,573
382,SEMBAWANG DR,103.81657208125,1.452182690625,382,726.690650509131,6,KEBUN BAHRU,NORTH-EAST REGION,305,550,800
383,SEMBAWANG RD,103.8177163,1.402746,383,3394.48516329866,6,KEBUN BAHRU,NORTH-EAST REGION,462,3038,3041
384,SEMBAWANG VISTA,103.820530575,1.4464055,384,373.984240540844,6,KEBUN BAHRU,NORTH-EAST REGION,558,367,635
385,SEMBAWANG WAY,103.818602,1.449646,385,425.230555089783,6,KEBUN BAHRU,NORTH-EAST REGION,339,541,326
386,SENG POH RD,103.83238215,1.2846967,386,43.4553485874991,6,KEBUN BAHRU,NORTH-EAST REGION,205,1008,851
387,SENGKANG CTRL,103.8941552,1.385070075,387,1453.53009830896,6,KEBUN BAHRU,NORTH-EAST REGION,575,449,448
388,SENGKANG EAST RD,103.89265004,1.38744218,388,1145.13954335113,5,SHANGRI-LA,NORTH-EAST REGION,392,795,324
389,SENGKANG EAST WAY,103.896430604167,1.39162044166667,389,1060.00631112059,5,SHANGRI-LA,NORTH-EAST REGION,435,720,397
390,SENGKANG WEST AVE,103.8779383,1.39232484,390,126.90130089997,5,SHANGRI-LA,NORTH-EAST REGION,1582,344,278
391,SENGKANG WEST WAY,103.876012208333,1.38839145,391,372.666882749,5,SHANGRI-LA,NORTH-EAST REGION,1083,516,477
392,SENJA LINK,103.7636526,1.386976625,392,1428.99863528227,5,SHANGRI-LA,NORTH-EAST REGION,428,388,157
393,SENJA RD,103.761229496667,1.3846533,393,1475.95933618183,9,YIO CHU KANG WEST,NORTH-EAST REGION,729,264,310
394,SERANGOON AVE 1,103.87363708,1.34717346,394,833.713045586267,9,YIO CHU KANG WEST,NORTH-EAST REGION,552,538,365
395,SERANGOON AVE 2,103.867294627586,1.35333863448276,395,1087.44733665251,9,YIO CHU KANG WEST,NORTH-EAST REGION,91,707,393
396,SERANGOON AVE 3,103.869405841667,1.35200916666667,396,1267.9486049319,9,YIO CHU KANG WEST,NORTH-EAST REGION,305,457,276
397,SERANGOON AVE 4,103.871710795,1.3573318,397,849.258353090848,9,YIO CHU KANG WEST,NORTH-EAST REGION,406,355,959
398,SERANGOON CTRL,103.874345003704,1.35039777407407,398,1198.83077781009,9,YIO CHU KANG WEST,NORTH-EAST REGION,175,715,50
399,SERANGOON CTRL DR,103.871673233333,1.35441778888889,399,1111.55537020562,9,YIO CHU KANG WEST,NORTH-EAST REGION,140,859,603
400,SERANGOON NTH AVE 1,103.871603616216,1.36850187567568,400,735.745148667983,9,YIO CHU KANG WEST,NORTH-EAST REGION,363,430,2349
401,SERANGOON NTH AVE 2,103.8749518625,1.3683223625,401,1040.23082481164,9,YIO CHU KANG WEST,NORTH-EAST REGION,330,480,2147
402,SERANGOON NTH AVE 3,103.870846708333,1.37330884166667,402,1112.7688561325201,9,YIO CHU KANG WEST,NORTH-EAST REGION,492,622,2908
403,SERANGOON NTH AVE 4,103.874237484444,1.37298932222222,403,1009.42608862419,9,YIO CHU KANG WEST,NORTH-EAST REGION,176,295,2834
404,SHORT ST,103.8063834,1.33409695,404,1401.27167318588,9,YIO CHU KANG WEST,NORTH-EAST REGION,2002,1004,1422
405,SHUNFU RD,103.838508876923,1.35055666923077,405,229.685832034544,9,YIO CHU KANG WEST,NORTH-EAST REGION,687,835,295
406,SILAT AVE,103.83133415,1.2772275,406,667.06484678631,9,YIO CHU KANG WEST,NORTH-EAST REGION,67,1222,1019
407,SIMEI LANE,103.9588800625,1.3429237375,407,1614.66436180057,9,YIO CHU KANG WEST,NORTH-EAST REGION,512,1071,665
408,SIMEI RD,103.959392972727,1.34524693636364,408,1644.14746576473,9,YIO CHU KANG WEST,NORTH-EAST REGION,441,1077,554
409,SIMEI ST 1,103.953450981395,1.34474779069767,409,987.231062488379,9,YIO CHU KANG WEST,NORTH-EAST REGION,113,704,316
410,SIMEI ST 2,103.95550485,1.34522035,410,1211.75473640468,6,KEBUN BAHRU,NORTH-EAST REGION,324,773,433
411,SIMEI ST 4,103.956517946667,1.34290244,411,1357.77631648939,6,KEBUN BAHRU,NORTH-EAST REGION,431,667,424
412,SIMEI ST 5,103.95433085,1.34409648333333,412,1093.60658052795,6,KEBUN BAHRU,NORTH-EAST REGION,209,529,241
413,SIMS AVE,103.8768337,1.350020025,413,1247.68434417573,6,KEBUN BAHRU,NORTH-EAST REGION,190,755,397
414,SIMS DR,103.856657709091,1.34535313636364,414,616.810321757229,6,KEBUN BAHRU,NORTH-EAST REGION,286,656,1214
415,SIMS PL,103.8802278,1.31744865,415,98.8593787142104,6,KEBUN BAHRU,NORTH-EAST REGION,86,537,421
416,SIN MING AVE,103.832173115,1.360449885,416,1052.67421105765,6,KEBUN BAHRU,NORTH-EAST REGION,453,968,2350
417,SIN MING RD,103.8375712,1.355493675,417,390.135702689779,6,KEBUN BAHRU,NORTH-EAST REGION,372,899,1076
418,SMITH ST,103.8651688,1.3057252,418,142.275384318479,6,KEBUN BAHRU,NORTH-EAST REGION,289,1180,446
419,SPOTTISWOODE PK RD,103.83546554,1.27411916,419,900.432375884225,2,CHENG SAN,NORTH-EAST REGION,914,1035,844
420,ST. GEORGE'S LANE,103.859786416667,1.32311648333333,420,517.711430862473,2,CHENG SAN,NORTH-EAST REGION,152,291,551
421,ST. GEORGE'S RD,103.882313405882,1.32540957058824,421,324.88046886281097,2,CHENG SAN,NORTH-EAST REGION,621,445,297
422,STIRLING RD,103.819401189286,1.29839349642857,422,1170.23830673605,2,CHENG SAN,NORTH-EAST REGION,2682,1340,1780
423,STRATHMORE AVE,103.814630736842,1.29486980526316,423,881.664313688759,2,CHENG SAN,NORTH-EAST REGION,803,642,891
424,TAH CHING RD,103.723193338889,1.33731707222222,424,354.482951382833,2,CHENG SAN,NORTH-EAST REGION,751,783,1117
425,TAMAN HO SWEE,103.831873283333,1.28812933333333,425,250.589203354598,2,CHENG SAN,NORTH-EAST REGION,432,1414,819
426,TAMPINES AVE 4,103.938076295455,1.34798963181818,426,674.810691036229,2,CHENG SAN,NORTH-EAST REGION,109,280,266
427,TAMPINES AVE 5,103.939809127273,1.3516148,427,248.668833559866,2,CHENG SAN,NORTH-EAST REGION,395,444,591
428,TAMPINES AVE 7,103.9568007,1.35552858571429,428,1741.24910565093,2,CHENG SAN,NORTH-EAST REGION,470,452,260
429,TAMPINES AVE 8,103.93070985,1.3500582,429,1088.00816642982,2,CHENG SAN,NORTH-EAST REGION,331,554,1121
430,TAMPINES AVE 9,103.954228431579,1.36082141052632,430,1426.31488801897,2,CHENG SAN,NORTH-EAST REGION,255,422,543
431,TAMPINES CTRL 1,103.945151333333,1.35572053333333,431,637.773668486725,9,YIO CHU KANG WEST,NORTH-EAST REGION,32,574,219
432,TAMPINES CTRL 7,103.9386992125,1.3566541375,432,329.202904420973,9,YIO CHU KANG WEST,NORTH-EAST REGION,365,699,778
433,TAMPINES ST 11,103.94757499,1.34681201,433,353.027959506964,9,YIO CHU KANG WEST,NORTH-EAST REGION,245,849,988
434,TAMPINES ST 12,103.944998105,1.34983052,434,465.281784463442,9,YIO CHU KANG WEST,NORTH-EAST REGION,337,188,499
435,TAMPINES ST 21,103.949457836364,1.35341960545455,435,1014.6052803326,9,YIO CHU KANG WEST,NORTH-EAST REGION,210,465,694
436,TAMPINES ST 22,103.953052482143,1.34913325714286,436,1014.38859638394,9,YIO CHU KANG WEST,NORTH-EAST REGION,319,271,1157
437,TAMPINES ST 23,103.953847846667,1.35470281333333,437,1434.56359654632,9,YIO CHU KANG WEST,NORTH-EAST REGION,218,506,359
438,TAMPINES ST 24,103.951946025,1.35556085,438,1366.54096741481,9,YIO CHU KANG WEST,NORTH-EAST REGION,374,704,457
439,TAMPINES ST 32,103.958279845455,1.35336652121212,439,1743.41305890314,9,YIO CHU KANG WEST,NORTH-EAST REGION,53,279,552
440,TAMPINES ST 33,103.960027024242,1.35245701515152,440,1872.5760942962,9,YIO CHU KANG WEST,NORTH-EAST REGION,244,371,853
441,TAMPINES ST 34,103.960310005882,1.35694187058824,441,2068.22672332497,9,YIO CHU KANG WEST,NORTH-EAST REGION,549,263,661
442,TAMPINES ST 41,103.94700886875,1.3585474625,442,961.921365829418,9,YIO CHU KANG WEST,NORTH-EAST REGION,115,685,678
443,TAMPINES ST 42,103.952902947826,1.35762795652174,443,1524.40402787969,6,KEBUN BAHRU,NORTH-EAST REGION,331,622,442
444,TAMPINES ST 43,103.951790142308,1.36147636153846,444,1322.51901010471,9,YIO CHU KANG WEST,NORTH-EAST REGION,158,476,944
445,TAMPINES ST 44,103.954353664286,1.36026292142857,445,1489.61944974435,9,YIO CHU KANG WEST,NORTH-EAST REGION,336,358,475
446,TAMPINES ST 45,103.9572704,1.36138655588235,446,1476.79503121987,9,YIO CHU KANG WEST,NORTH-EAST REGION,128,329,679
447,TAMPINES ST 71,103.936168814286,1.35773175,447,582.937676474142,9,YIO CHU KANG WEST,NORTH-EAST REGION,288,228,951
448,TAMPINES ST 72,103.934450642857,1.35937416428571,448,846.272316292876,9,YIO CHU KANG WEST,NORTH-EAST REGION,196,311,1250
449,TAMPINES ST 81,103.933833465625,1.34847075,449,886.261002282271,9,YIO CHU KANG WEST,NORTH-EAST REGION,135,562,703
450,TAMPINES ST 82,103.936734207692,1.35186573461538,450,399.500085113609,9,YIO CHU KANG WEST,NORTH-EAST REGION,62,215,947
451,TAMPINES ST 83,103.934690235294,1.35327568529412,451,564.181020178874,9,YIO CHU KANG WEST,NORTH-EAST REGION,350,390,1004
452,TAMPINES ST 84,103.932233408333,1.35319966666667,452,837.070651955301,9,YIO CHU KANG WEST,NORTH-EAST REGION,592,225,1397
453,TAMPINES ST 91,103.939906171429,1.34720539047619,453,552.907026329302,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,352,202,343
454,TANGLIN HALT RD,103.798973275,1.29869698928571,454,165.999375647703,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,118,319,450
455,TAO CHING RD,103.7243453,1.3332626,455,346.981655078284,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,428,430,1582
456,TEBAN GDNS RD,103.740682714286,1.32127850238095,456,250.389216502382,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,333,897,2136
457,TECK WHYE AVE,103.753383,1.38171486666667,457,2174.44873567171,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,162,192,914
458,TECK WHYE CRES,103.7530185,1.3833976,458,2259.71175530267,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,525,66,877
459,TECK WHYE LANE,103.752597506818,1.37890222272727,459,2218.41542877321,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,154,614,566
460,TELOK BLANGAH CRES,103.8202595,1.27749369090909,460,180.594313751426,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,127,502,1633
461,TELOK BLANGAH DR,103.810289378947,1.27343192631579,461,266.45237568548,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,105,619,598
462,TELOK BLANGAH HTS,103.810568727778,1.2758538,462,362.455669347085,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,364,405,807
463,TELOK BLANGAH RISE,103.822098854545,1.27239772727273,463,35.2301007202721,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,140,529,1479
464,TELOK BLANGAH ST 31,103.807102666667,1.27373126666667,464,70.8102642642831,2,CHENG SAN,NORTH-EAST REGION,185,746,642
465,TELOK BLANGAH WAY,103.822122033333,1.27411,465,154.16465294296,2,CHENG SAN,NORTH-EAST REGION,339,255,1505
466,TESSENSOHN RD,103.855865,1.314521,466,653.30662795854,2,CHENG SAN,NORTH-EAST REGION,142,798,200
467,TG PAGAR PLAZA,103.842677185714,1.27606167142857,467,81.9130775456522,2,CHENG SAN,NORTH-EAST REGION,264,650,568
468,TIONG BAHRU RD,103.831211615385,1.28598498461538,468,160.775032100771,2,CHENG SAN,NORTH-EAST REGION,420,802,461
469,TOA PAYOH CTRL,103.849202,1.33386500769231,469,320.326489180317,2,CHENG SAN,NORTH-EAST REGION,262,882,332
470,TOA PAYOH EAST,103.85692945,1.333330575,470,210.524306483489,2,CHENG SAN,NORTH-EAST REGION,540,360,1333
471,TOA PAYOH NTH,103.848145690909,1.34182174545455,471,400.175257724237,2,CHENG SAN,NORTH-EAST REGION,124,1951,259
472,TOH GUAN RD,103.746042421429,1.34028139642857,472,983.57159754278,2,CHENG SAN,NORTH-EAST REGION,357,703,1088
473,TOH YI DR,103.773684852632,1.33874277368421,473,266.458790710987,2,CHENG SAN,NORTH-EAST REGION,210,350,363
474,TOWNER RD,103.861076914286,1.32028232857143,474,246.384595970912,2,MACPHERSON,CENTRAL REGION,152,533,89
475,UBI AVE 1,103.902414708696,1.32746006521739,475,814.547890994792,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,203,199,588
476,UPP ALJUNIED LANE,103.87922612,1.3338998,476,1027.5006346958,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,96,669,1286
477,UPP BOON KENG RD,103.871923086364,1.31458822272727,477,59.1683208386908,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,101,1407,431
478,UPP CROSS ST,103.8452366,1.28494001666667,478,73.1248308907795,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,88,1337,115
479,UPP SERANGOON RD,103.8965462,1.3721093,479,1553.95155996304,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,818,194,906
480,VEERASAMY RD,103.855153916667,1.30635418333333,480,218.163169657782,1,ANG MO KIO TOWN CENTRE,NORTH-EAST REGION,467,662,231
481,WATERLOO ST,103.887891533333,1.3250664,481,319.247754619951,9,YIO CHU KANG WEST,NORTH-EAST REGION,146,1312,85
482,WELLINGTON CIRCLE,103.821682188889,1.45249742777778,482,371.449003226725,9,YIO CHU KANG WEST,NORTH-EAST REGION,383,134,624
483,WEST COAST DR,103.7719498,1.311455325,483,345.041277568909,9,YIO CHU KANG WEST,NORTH-EAST REGION,378,433,813
484,WEST COAST RD,103.772367372727,1.30825655454545,484,696.882644141235,9,YIO CHU KANG WEST,NORTH-EAST REGION,874,423,1318
485,WHAMPOA DR,103.855634941176,1.32236916470588,485,84.1981770437406,9,YIO CHU KANG WEST,NORTH-EAST REGION,66,527,1058
486,WHAMPOA RD,103.856744757143,1.3263847,486,420.490349774966,9,YIO CHU KANG WEST,NORTH-EAST REGION,267,885,1124
487,WHAMPOA STH,103.866396,1.324448,487,519.869807434863,6,KEBUN BAHRU,NORTH-EAST REGION,184,410,918
488,WHAMPOA WEST,103.8634349,1.3205377,488,153.116245135387,6,KEBUN BAHRU,NORTH-EAST REGION,237,464,314
489,WOODLANDS AVE 1,103.784230290323,1.43117818709677,489,559.348243404963,5,SHANGRI-LA,NORTH-EAST REGION,352,306,825
490,WOODLANDS AVE 3,103.782053825,1.4333465,490,253.391451408584,5,SHANGRI-LA,NORTH-EAST REGION,558,795,667
491,WOODLANDS AVE 4,103.795202328571,1.43889145714286,491,622.159954709738,4,TOWNSVILLE,NORTH-EAST REGION,203,567,624
492,WOODLANDS AVE 5,103.785498208333,1.43379935833333,492,636.457229032007,4,TOWNSVILLE,NORTH-EAST REGION,306,382,445
493,WOODLANDS AVE 6,103.799876388,1.442657256,493,314.772700469775,4,TOWNSVILLE,NORTH-EAST REGION,269,68,385
494,WOODLANDS AVE 9,103.791213866667,1.44508983333333,494,1199.47937784168,4,TOWNSVILLE,NORTH-EAST REGION,416,618,1327
495,WOODLANDS CIRCLE,103.796778179412,1.44412341176471,495,636.276650569936,4,TOWNSVILLE,NORTH-EAST REGION,441,318,833
