X1,address,town,flat_type,lon,lat,Street,SUBZONE_NO,SUBZONE_N,REGION_N,PLN_AREA_N,min_dist_clinic,min_dist_school,min_dist_hawker,min_dist_mrt,min_dist_spf,min_dist_preschool,min_dist_busStop
1,ADMIRALTY DR  block  353A,SEMBAWANG,4 ROOM,103.8189461,1.4506748,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,209.7330334697693,371.1381838824371,416.73524587453755,190.67260476564607,602.279997078462,127.1649853283128,70.41856515504796
2,ADMIRALTY DR  block  353B,SEMBAWANG,5 ROOM,103.8193846,1.4502191,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,142.9716308117257,372.57243937385414,353.32004610091775,124.62914620707014,547.5894793309179,109.78487009751957,96.99591319068367
3,ADMIRALTY DR  block  353C,SEMBAWANG,4 ROOM,103.8193166,1.449724,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,99.16777597748657,409.39064238583677,347.6055291869777,79.72752351214946,493.4388220415358,77.15948610856483,71.37145557512295
4,ADMIRALTY DR  block  354A,SEMBAWANG,5 ROOM,103.8188412,1.4501124,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,166.37246051264057,374.3073428168916,408.15387995355206,146.95382975352157,542.4874555208415,64.34012227646639,82.51657291628923
5,ADMIRALTY DR  block  354B,SEMBAWANG,5 ROOM,103.81866,1.4503705,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,201.00961891075585,346.8018261449296,435.23899171275286,181.56682759763984,574.1708788352713,88.92969833836574,64.68557643734803
6,ADMIRALTY DR  block  354C,SEMBAWANG,5 ROOM,103.8182299,1.4506118,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,253.52289736862386,293.9886628676368,488.95599484722123,234.17484508634402,610.9605518116596,124.31687198999143,47.838458665994864
7,ADMIRALTY DR  block  354D,SEMBAWANG,EXECUTIVE,103.8188185,1.4509385,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,242.11394066795194,353.73305821905655,441.6294445334647,223.08157581422122,633.1177195746776,139.7388321118938,46.92776761737106
8,ADMIRALTY DR  block  356A,SEMBAWANG,4 ROOM,103.8169619,1.449445,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,327.22704919829897,241.02030626379292,605.61537587007,312.8956743662273,549.6058491342534,187.35505479673392,78.69488207377573
9,ADMIRALTY DR  block  356B,SEMBAWANG,5 ROOM,103.8174148,1.449222,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,274.164745052366,292.2692748908555,554.6883440869108,260.967960160376,502.3326852518876,141.6883467682466,79.69587288990239
10,ADMIRALTY DR  block  356C,SEMBAWANG,EXECUTIVE,103.8178902,1.4492741,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,222.31828971617642,326.4280197117813,501.82381610364035,208.36782105731248,483.6366771641129,89.6035061166555,56.689054957813234
11,ADMIRALTY DR  block  357,SEMBAWANG,4 ROOM,103.8164186,1.4499623,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,341.98406469291484,159.4396178754407,670.6374128384101,382.2503704431077,630.7951241978554,250.11551734436736,40.62493419066887
12,ADMIRALTY DR  block  357A,SEMBAWANG,5 ROOM,103.8170299,1.4499768,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,330.9806794794304,203.16394690404553,603.4048361080714,316.94682241122894,596.0698276698135,184.95694850966055,78.16316787893106
13,ADMIRALTY DR  block  357B,SEMBAWANG,4 ROOM,103.8173605,1.4504713,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,277.119604031812,205.90725155772373,577.6391498998116,303.9197620659894,628.5477944281265,147.79920671488634,88.14969666432577
14,ADMIRALTY DR  block  357C,SEMBAWANG,4 ROOM,103.8175733,1.4497532,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,268.2839110087809,265.8989065661084,540.3171305469867,252.01040669103142,546.4576070105534,120.61415362271936,49.956328179613024
15,ADMIRALTY DR  block  359,SEMBAWANG,4 ROOM,103.8160563,1.4496709,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,384.1035169411481,172.75016933984628,707.6526386588098,415.9501855035377,629.3947028179682,246.18460192508385,59.96120706715808
16,ADMIRALTY DR  block  359A,SEMBAWANG,5 ROOM,103.8155808,1.4496188,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,409.10736307009813,172.61870736956294,760.085209694415,467.76105009736506,660.0529228635678,260.4455159179399,90.31504187194618
17,ADMIRALTY DR  block  359B,SEMBAWANG,5 ROOM,103.815128,1.4494014,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,453.66472481707,204.86092076956237,809.4304915108,516.0620189198071,679.1929217479845,268.2414695553076,143.95722258655226
18,ADMIRALTY DR  block  359C,SEMBAWANG,5 ROOM,103.8146299,1.449331,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,489.8419513678341,233.63534190521457,864.6956910087554,571.1084130158627,716.3061456638335,301.28875992688074,194.3980883256264
19,ADMIRALTY DR  block  360A,SEMBAWANG,4 ROOM,103.8158978,1.4492497,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,433.8675158248022,215.05862194931433,723.5152930361016,429.80916377249724,606.1606163877565,208.3310758645922,109.23976195364206
20,ADMIRALTY DR  block  360B,SEMBAWANG,EXECUTIVE,103.8151733,1.4487037,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,504.7988921591099,278.70929698431183,806.1290105696281,512.7658420669432,625.9313122456846,210.40325542009296,181.75960138057178
21,ADMIRALTY DR  block  360C,SEMBAWANG,4 ROOM,103.8148111,1.4485591,ADMIRALTY DR,3,SEMBAWANG CENTRAL,NORTH REGION,SEMBAWANG,543.7545130810599,304.2621758463721,847.5626335495368,554.5717610336412,649.3734815551966,235.24918528827345,165.47726726632519
22,ADMIRALTY DR  block  467,SEMBAWANG,4 ROOM,103.8144941,1.452342,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,302.80641702926425,140.07706967243067,945.1619953109594,683.6066698719259,969.4161673615403,71.57872199093195,218.9786010321717
23,ADMIRALTY DR  block  467A,SEMBAWANG,4 ROOM,103.8137299,1.452823,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,380.17214881631344,119.81260990430236,1043.9259525502687,783.8983814074872,1063.2576714652348,171.53552045396796,299.9179941925167
24,ADMIRALTY DR  block  467B,SEMBAWANG,4 ROOM,103.8136337,1.4512093,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,436.2741189617056,224.27447941339645,1000.0403533882152,718.4331151141969,937.3803085704543,187.00296298183454,300.7119218388084
25,ADMIRALTY DR  block  468A,SEMBAWANG,5 ROOM,103.8138828,1.4506388,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,444.93230509858176,205.38541848416358,960.7016878647695,674.1432217669844,873.7966729609496,206.98267737683878,256.28068897085944
26,ADMIRALTY DR  block  468B,SEMBAWANG,EXECUTIVE,103.8142044,1.4500624,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,458.43961303927483,202.64477704857072,916.7374443339447,626.1927201392625,804.5643234011526,242.61824604161953,216.55909134956624
27,ADMIRALTY DR  block  468C,SEMBAWANG,5 ROOM,103.8148111,1.4502476,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,397.27396864955983,138.86557786162263,852.0989190939756,563.6737850856015,769.5365908028926,203.9575666915119,148.53439206293012
28,ADMIRALTY DR  block  468D,SEMBAWANG,EXECUTIVE,103.8145167,1.4508551,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,374.1725024326526,130.95846041182347,895.7149002752957,612.8592923951124,840.789943865635,148.42253904580087,194.93056905732598
29,ADMIRALTY DR  block  469,SEMBAWANG,4 ROOM,103.8139281,1.4487664,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,586.379226950602,328.32857630016184,944.0159778523993,650.3175337712191,744.5168583524639,333.4656937911231,107.21283511536797
30,ADMIRALTY DR  block  469A,SEMBAWANG,4 ROOM,103.81343,1.4499075,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,534.0959587486923,284.1067704971544,1001.0521998578857,709.1876085887259,860.9980313669939,301.61109380225713,214.2630261204522
31,ADMIRALTY DR  block  469B,SEMBAWANG,5 ROOM,103.8133847,1.4484762,ADMIRALTY DR,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,649.3179802124884,390.84766266058983,1006.509574970546,713.3361388256832,781.7884487690875,360.23361732309326,55.92366002725328
32,ADMIRALTY LINK  block  401,SEMBAWANG,5 ROOM,103.8156035,1.4542991,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,225.88045871537773,147.31506067111408,942.2121317196943,732.9122171962514,1094.7532319037098,127.11402868693014,46.26063238181399
33,ADMIRALTY LINK  block  402,SEMBAWANG,4 ROOM,103.8155808,1.4538036,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,196.8909799163084,125.32714673252656,912.6935215425452,692.9627250054522,1046.141367395552,181.4008837859841,97.2970155982047
34,ADMIRALTY LINK  block  403,SEMBAWANG,4 ROOM,103.8161695,1.4539101,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,150.31006928588974,154.81334334400864,866.0057585684723,660.1571185410987,1030.4134488746993,142.2155187401382,89.2097185313234
35,ADMIRALTY LINK  block  404,SEMBAWANG,5 ROOM,103.8167129,1.4536497,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,89.30626932485912,129.66297561699832,800.4490015782299,601.4274232646243,982.0529269173134,86.76676935166591,106.52871807343317
36,ADMIRALTY LINK  block  405,SEMBAWANG,4 ROOM,103.8160337,1.4533235,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,129.56880402158933,176.6938797000431,841.4450160772423,619.7847335249696,976.7327866483829,114.09112331382492,78.53416519757614
37,ADMIRALTY LINK  block  482,SEMBAWANG,4 ROOM,103.8154224,1.4553281,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,323.6928345708713,217.60289272811056,1029.314428273476,835.7906035501246,1207.0938889581946,13.060701981438811,88.05850032853105
38,ADMIRALTY LINK  block  483,SEMBAWANG,5 ROOM,103.8154224,1.4560624,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,392.10995284770905,188.71056106906937,1084.3526276069763,903.3004517396404,1282.2647550312636,68.9904666439899,58.656016941316174
39,ADMIRALTY LINK  block  484,SEMBAWANG,5 ROOM,103.8152412,1.4571649,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,510.0679442540958,167.92012400083848,1186.155332807875,1018.2620465289447,1403.3149030812194,191.2755716814922,125.63639118217712
40,ADMIRALTY LINK  block  485,SEMBAWANG,4 ROOM,103.8157312,1.456566,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,427.7612841806974,212.16725644832619,1100.4751242444784,933.8664731487925,1322.5063514705512,128.12385996113778,114.88918763199703
41,ADMIRALTY LINK  block  486,SEMBAWANG,5 ROOM,103.816047,1.4561147,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,368.7181075612772,221.43772805438368,1039.9554862272444,873.247089513296,1263.9201308804313,99.12246569559998,128.0036112663932
42,ADMIRALTY LINK  block  487,SEMBAWANG,4 ROOM,103.815988,1.4556371,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,321.92418800527923,190.5884376697474,1006.5083016001901,830.3948625100983,1216.1328799971568,62.58791758992363,111.00780315167779
43,ADMIRALTY LINK  block  488,SEMBAWANG,4 ROOM,103.816559,1.454964,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,230.09103786101943,97.95715582915788,909.002014690294,734.2600690249018,1125.264463508649,133.039752225389,39.019353366357194
44,ADMIRALTY LINK  block  489,SEMBAWANG,4 ROOM,103.81693,1.454951,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,220.55987582081644,61.193796714187584,878.9187716795784,713.8584170212899,1111.9628490815003,155.4528185498998,53.75871146840894
45,ADMIRALTY LINK  block  490,SEMBAWANG,4 ROOM,103.817122,1.455059,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,231.2352946414131,55.96586151379764,873.0594998296114,715.5712217434852,1117.8962119866364,133.99929074095434,77.66028762806094
46,ADMIRALTY LINK  block  491,SEMBAWANG,5 ROOM,103.8175959,1.4561222,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,352.40779372845316,168.1805585882439,932.0889943480697,806.9348058097116,1221.084092944723,13.471311173671877,56.18438020116572
47,ADMIRALTY LINK  block  492,SEMBAWANG,4 ROOM,103.8170525,1.4564927,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,389.88513030556066,210.23159604069878,1000.6690794163343,865.2736924108752,1273.6901203243328,85.00782605846004,124.13561811066964
48,ADMIRALTY LINK  block  493,SEMBAWANG,5 ROOM,103.8165091,1.4564961,ADMIRALTY LINK,4,SEMBAWANG NORTH,NORTH REGION,SEMBAWANG,396.4591100536867,228.64082804222997,1038.057074473175,888.4773148455853,1289.1118270177483,140.9003163393779,182.22183726430396
49,AH HOOD RD  block  101,KALLANG/WHAMPOA,5 ROOM,103.844521,1.327505,AH HOOD RD,1,BALESTIER,CENTRAL REGION,NOVENA,121.43845504365547,566.9493994889954,1139.8014385160332,631.391756477359,361.1911393343082,117.07890429173622,119.2005048246552
50,AH HOOD RD  block  103,KALLANG/WHAMPOA,5 ROOM,103.8447321,1.3279965,AH HOOD RD,1,BALESTIER,CENTRAL REGION,NOVENA,180.626467816602,521.3126513454123,1085.7703888125104,573.0273898345233,414.94016109570254,126.64131257715744,129.70038389166024
51,ALEXANDRA RD  block  137,BUKIT MERAH,3 ROOM,103.80255,1.28724,ALEXANDRA RD,7,QUEENSWAY,CENTRAL REGION,QUEENSTOWN,144.61294618239515,1112.1479122170842,239.6569578216391,873.9639199906192,134.90081854436454,169.04662770974218,109.11038781665889
52,ALJUNIED CRES  block  101,GEYLANG,4 ROOM,103.8834996,1.3209727,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,307.03197604849925,321.9852871674758,349.03654900511407,508.89663235963735,555.307541732404,70.10692169181131,214.56291883027063
53,ALJUNIED CRES  block  102,GEYLANG,4 ROOM,103.8825867,1.3205361,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,388.8269931434362,268.9871206876971,452.73044508237643,447.80511289579033,666.4738133927134,56.50182439576806,106.27927380540957
54,ALJUNIED CRES  block  104,GEYLANG,4 ROOM,103.88277,1.3200997,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,374.89515258887184,218.9413808673361,475.13935132588307,400.73754592615103,677.9865107076544,5.362744891690335,96.61106687980048
55,ALJUNIED CRES  block  105,GEYLANG,5 ROOM,103.8827712,1.3195167,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,342.636033464411,154.66334877893132,460.15208919139195,336.54738506172333,719.187024030745,62.35142959297598,94.77707994221043
56,ALJUNIED CRES  block  106,GEYLANG,3 ROOM,103.8829083,1.319113,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,340.36489931622066,109.36248253260699,448.7033660992818,294.28372060552175,738.8806220056427,107.33111431446041,47.71523877444431
57,ALJUNIED CRES  block  107,GEYLANG,4 ROOM,103.8842226,1.3189217,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,247.4587704924083,171.5979554843935,365.1085811704806,332.1753353921748,661.6019833850235,161.72640623547312,54.329932446074615
58,ALJUNIED CRES  block  108,GEYLANG,3 ROOM,103.8852646,1.319098,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,129.90783986433334,284.34284332323654,259.8244174248918,424.0556999987484,586.0752190173014,196.79607933244995,130.18565228738768
59,ALJUNIED CRES  block  109,GEYLANG,2 ROOM,103.8844492,1.3194688,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,220.8750944409965,227.6785616592519,314.3309251822153,396.2547589327606,597.5997081304131,110.20042139318058,115.43476316003657
60,ALJUNIED CRES  block  110,GEYLANG,5 ROOM,103.8844051,1.3199444,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,211.83233551302024,261.86851980704563,301.1366265666319,438.5391241811499,558.8532059668887,63.07995288335787,167.20944158367328
61,ALJUNIED CRES  block  111,GEYLANG,3 ROOM,103.884273,1.3204205,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,217.0833903397167,296.3636527400578,306.6419632886741,478.77233885848335,529.3104919313434,27.68556817324493,219.43860654579242
62,ALJUNIED CRES  block  112,GEYLANG,3 ROOM,103.8851348,1.3203815,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,121.84411380013114,352.37611576445187,211.76078620581163,522.606967392486,471.12626861056276,123.0602002611629,225.56936778232904
63,ALJUNIED CRES  block  95,GEYLANG,3 ROOM,103.8863806,1.3213403,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,0,525.8578624204332,104.41881269503237,479.91949659150936,308.78234815962014,184.13584879582325,255.62068964737998
64,ALJUNIED CRES  block  96,GEYLANG,2 ROOM,103.8853555,1.3216613,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,119.47765538906785,477.14361948244726,197.53606306670088,517.1063648148021,347.0693662751803,157.00177848701355,280.96233894514415
65,ALJUNIED CRES  block  97,GEYLANG,3 ROOM,103.8856755,1.3212574,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,79.00426951159628,464.1721186874302,163.99052572508938,529.6289291035522,357.38510042084727,175.2002487193084,268.2258148984161
66,ALJUNIED CRES  block  98,GEYLANG,3 ROOM,103.8856777,1.3208159,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,68.87410336833878,429.14021041539417,150.42248346590222,569.8379098403227,397.56584033893245,173.03569369219517,224.51425612814467
67,ALJUNIED CRES  block  99,GEYLANG,3 ROOM,103.8844057,1.3214068,ALJUNIED CRES,4,ALJUNIED,CENTRAL REGION,GEYLANG,219.90985411849132,399.8064313858238,253.56075115574222,563.9115591229362,445.5730605250607,58.28437342123717,324.91946563287297
68,ALJUNIED RD  block  125,GEYLANG,5 ROOM,103.8817311,1.3233639,ALJUNIED RD,2,MACPHERSON,CENTRAL REGION,GEYLANG,460.5464915850553,317.87518236407806,413.88796295794384,409.7231054803553,653.7492088846793,117.32955628597203,33.88681658213861
69,ALJUNIED RD  block  126,GEYLANG,5 ROOM,103.8822028,1.3238242,ALJUNIED RD,2,MACPHERSON,CENTRAL REGION,GEYLANG,408.86310955757716,261.23391363422684,363.7163748804366,338.7611699771113,598.9954974299608,138.39234003317725,105.84242878263241
70,ANCHORVALE DR  block  301A,SENGKANG,4 ROOM,103.8916076,1.3896032,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,253.21111151362757,182.34015772785042,879.7333443782433,334.7339860364295,435.06877461720495,144.8211416380713,47.11109899973385
71,ANCHORVALE DR  block  301B,SENGKANG,5 ROOM,103.891198,1.3895793,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,233.3220359119624,136.78606368638796,865.248295603751,317.2336968070808,465.34771762616845,157.83107398626245,44.00551501359866
72,ANCHORVALE DR  block  301C,SENGKANG,5 ROOM,103.8909448,1.3887064,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,132.81633877714324,132.63196971755298,947.8112678331009,216.69873524665425,558.6514000479368,97.05370890233463,106.16908799841217
73,ANCHORVALE DR  block  301D,SENGKANG,5 ROOM,103.8914209,1.38837,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,130.1311658865019,197.36394682883181,999.5045915173439,203.8566178156242,561.1783426012154,97.71959872442591,41.96988309225373
74,ANCHORVALE DR  block  319A,SENGKANG,4 ROOM,103.8899481,1.3907383,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,97.16358882987865,146.8099158541592,701.9211631142522,437.32778467351727,495.25275835706856,78.14400416543637,40.34382810807287
75,ANCHORVALE DR  block  319B,SENGKANG,4 ROOM,103.8902484,1.3915634,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,0,72.03680281848371,623.1964431243063,522.5745212915446,428.90570047692074,86.04433888074938,80.20977328348728
76,ANCHORVALE DR  block  319C,SENGKANG,5 ROOM,103.890438,1.390292,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,142.15963821024366,109.92938286398982,763.6757147480073,384.5638311698699,474.3452629691915,69.52855449734463,29.4208211105405
77,ANCHORVALE DR  block  320A,SENGKANG,4 ROOM,103.8911319,1.3902206,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,178.08301457511007,156.3285207459848,796.414694349143,384.4987867003855,419.2575539469055,92.36393146704503,39.29726861926851
78,ANCHORVALE DR  block  320B,SENGKANG,4 ROOM,103.8907188,1.3912261,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,64.27689576675786,69.19065726822676,676.1155750633103,488.8503749811221,394.4097132228261,38.44692275880949,110.01789900478056
79,ANCHORVALE DR  block  320C,SENGKANG,EXECUTIVE,103.8913358,1.3911172,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,130.68489805411213,97.59097189531946,714.98775493574135,431.8676943882867,340.3871293022245,82.06203765630394,129.65993623556116
80,ANCHORVALE DR  block  320D,SENGKANG,4 ROOM,103.891812,1.390908,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,188.49643063615983,149.9638863654293,760.1171416487502,378.09758269816274,312.1343575267547,131.09805808349654,118.0519590314127
81,ANCHORVALE DR  block  321A,SENGKANG,4 ROOM,103.89154,1.390038,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,221.6091601938757,186.9084849337845,832.673065682724,376.9765674550789,402.070203304654,137.90447788355598,23.070857727583785
82,ANCHORVALE DR  block  321B,SENGKANG,4 ROOM,103.8923568,1.3908925,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,246.08554044499397,199.29680347871607,792.8222208862373,317.4594552601878,271.22151583872903,191.71076016365367,149.06638627440262
83,ANCHORVALE DR  block  321C,SENGKANG,4 ROOM,103.8918072,1.3905988,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,203.64124809219638,174.91882653715808,789.9148193305889,379.90951724519596,336.22276302304454,134.43307978441203,88.13589556147765
84,ANCHORVALE DR  block  322A,SENGKANG,4 ROOM,103.892407,1.39146,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,240.49592120804428,180.05244467909117,744.1633074948012,318.36120840282274,222.0962898280908,207.15329856505062,97.3435187443288
85,ANCHORVALE DR  block  322B,SENGKANG,5 ROOM,103.8918705,1.3914795,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,180.7567746402924,122.07866078521648,709.0064463145687,377.4119810991466,268.6705511280089,152.29822472750004,146.9618038831413
86,ANCHORVALE DR  block  322C,SENGKANG,5 ROOM,103.8919222,1.391838,ANCHORVALE DR,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,188.7306219013489,121.10288531344568,678.9553145585444,380.8021109807145,244.3934051993247,177.64913064982247,129.6664199586104
87,ANCHORVALE LANE  block  311A,SENGKANG,4 ROOM,103.884141,1.39098,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,682.7283830605359,363.55784390655214,790.8731034160156,279.4859286980249,1104.9130489215888,357.8906723419321,47.29504013623285
88,ANCHORVALE LANE  block  311B,SENGKANG,5 ROOM,103.88439,1.391837,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,652.6648610794322,350.6000982753581,723.4145534023162,330.7959286624986,1064.1924355364608,397.3482881601044,141.13102317439873
89,ANCHORVALE LANE  block  311C,SENGKANG,4 ROOM,103.88439,1.391837,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,652.6648610794322,350.6000982753581,723.4145534023162,330.7959286624986,1064.1924355364608,397.3482881601044,141.13102317439873
90,ANCHORVALE LANE  block  311D,SENGKANG,5 ROOM,103.88439,1.391837,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,652.6648610794322,350.6000982753581,723.4145534023162,330.7959286624986,1064.1924355364608,397.3482881601044,141.13102317439873
91,ANCHORVALE LANE  block  312A,SENGKANG,5 ROOM,103.8851789,1.391746,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,564.5302621077301,264.08107168986385,679.9460157809102,280.45737732060564,977.9965189604784,334.5463606789119,139.0199030671537
92,ANCHORVALE LANE  block  312B,SENGKANG,5 ROOM,103.885487,1.391725,ANCHORVALE LANE,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,530.1827792516441,231.2825839069862,663.9999314817123,267.79067662696843,944.2412019737343,314.795843545869,107.74412148819499
93,ANCHORVALE LINK  block  302A,SENGKANG,5 ROOM,103.891225,1.387559,ANCHORVALE LINK,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,73.38874800946034,247.23341968975686,1078.3090155617606,120.21062595827117,650.4418774431874,67.31566244395131,77.70209787145738
94,ANCHORVALE LINK  block  302B,SENGKANG,3 ROOM,103.89069,1.38786,ANCHORVALE LINK,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,35.18154390110264,188.8141309711424,1030.6770568024237,118.99227197925241,651.7526532831465,1.3162210973087567,113.01688642082073
95,ANCHORVALE LINK  block  302C,SENGKANG,EXECUTIVE,103.8902351,1.3880786,ANCHORVALE LINK,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,67.42942984630842,150.03406272984637,996.117163643664,141.63216191917974,661.6896706293495,57.06716997131262,114.86917689968438
96,ANCHORVALE LINK  block  302D,SENGKANG,EXECUTIVE,103.889734,1.388203,ANCHORVALE LINK,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,116.20136686845068,136.35789791885705,973.1420082628252,172.4124185829527,687.2958223036305,113.99982570547184,113.18057197249945
97,ANCHORVALE LINK  block  303A,SENGKANG,4 ROOM,103.890942,1.387011,ANCHORVALE LINK,4,ANCHORVALE,NORTH-EAST REGION,SENGKANG,74.43922404768915,286.14826508304463,1128.540898212661,60.14449474608311,718.732584412508,98.0081856027772,136.02689823301978
